symbol,trade_date,direction,signal_time,entry_time,entry_minute,entry_time_hhmm,signal_close,entry_open,ema9,ema21,atr14,ema_spread,ema_spread_abs,ema_spread_atr,ema21_slope,ema21_slope_atr,ema21_slope_abs_atr,ema_spread_change,ema_spread_change_atr,ema_spread_change_abs_atr,close_ema21_distance,close_ema21_distance_abs,close_ema21_distance_atr,close_ema9_distance,close_ema9_distance_abs,close_ema9_distance_atr,directional_ema21_slope_atr,directional_ema_spread_change_atr,directional_close_ema21_distance_atr,ema_spread_atr_quartile,ema21_slope_abs_atr_quartile,ema_spread_change_abs_atr_quartile,close_ema21_distance_atr_quartile,close_ema9_distance_atr_quartile
INFY,2025-08-25,SELL,2025-08-25 14:20:00+05:30,2025-08-25 14:25:00+05:30,865,14:25,1502.0,1501.9,1503.3153927556334,1503.3866903735848,1.6214285714286234,-0.07129761795135892,0.07129761795135892,0.04397209917704814,-0.13866903735856795,-0.08552275431805678,0.08552275431805678,-0.1901791515495006,-0.11729110668250763,0.11729110668250763,-1.38669037358477,1.38669037358477,0.8552275431800069,-1.315392755633411,1.315392755633411,0.8112554440029588,0.08552275431805678,0.11729110668250763,-0.8552275431800069,Q2,Q2,Q2,Q2,Q2
INFY,2025-08-26,BUY,2025-08-26 09:35:00+05:30,2025-08-26 09:40:00+05:30,580,09:40,1504.1,1504.2,1500.7561510078167,1500.7332949134316,3.4928571428571495,0.022856094385133474,0.022856094385133474,0.0065436671041281804,0.33667050865688,0.09638828468704112,0.09638828468704112,0.4992917393890366,0.14294651025452962,0.14294651025452962,3.366705086568345,3.366705086568345,0.963882846870281,3.3438489921832115,3.3438489921832115,0.9573391797661528,0.09638828468704112,0.14294651025452962,0.963882846870281,Q1_LOW,Q3,Q3,Q3,Q3
INFY,2025-08-26,SELL,2025-08-26 09:40:00+05:30,2025-08-26 09:45:00+05:30,585,09:45,1499.8,1500.2,1500.5649208062534,1500.6484499213013,3.7642857142857173,-0.08352911504789517,0.08352911504789517,0.02218989773568371,-0.084844992130229,-0.022539466600060818,0.022539466600060818,-0.10638520943302865,-0.028261725466079694,0.028261725466079694,-0.8484499213013805,0.8484499213013805,0.22539466600036656,-0.7649208062534854,0.7649208062534854,0.20320476826468284,0.022539466600060818,0.028261725466079694,-0.22539466600036656,Q1_LOW,Q1_LOW,Q1_LOW,Q1_LOW,Q1_LOW
INFY,2025-08-26,BUY,2025-08-26 09:45:00+05:30,2025-08-26 09:50:00+05:30,590,09:50,1502.3,1502.5,1500.911936645003,1500.7985908375465,3.9142857142857275,0.11334580745642597,0.11334580745642597,0.02895695810930581,0.15014091624516368,0.03835716838380081,0.03835716838380081,0.19687492250432115,0.05029651304854903,0.05029651304854903,1.5014091624534558,1.5014091624534558,0.38357168383847284,1.3880633549970298,1.3880633549970298,0.354614725729167,0.03835716838380081,0.05029651304854903,0.38357168383847284,Q2,Q1_LOW,Q1_LOW,Q1_LOW,Q1_LOW
INFY,2025-08-26,SELL,2025-08-26 10:00:00+05:30,2025-08-26 10:05:00+05:30,605,10:05,1499.6,1499.5,1500.7197115622419,1500.7589713279838,4.199999999999981,-0.03925976574191736,0.03925976574191736,0.009347563271885129,-0.11589713279840907,-0.027594555428192766,0.027594555428192766,-0.1640307577617932,-0.03905494232423666,0.03905494232423666,-1.1589713279838634,1.1589713279838634,0.2759455542818735,-1.119711562241946,1.119711562241946,0.2665979910099884,0.027594555428192766,0.03905494232423666,-0.2759455542818735,Q1_LOW,Q1_LOW,Q1_LOW,Q1_LOW,Q1_LOW
INFY,2025-08-26,BUY,2025-08-26 11:25:00+05:30,2025-08-26 11:30:00+05:30,690,11:30,1501.7,1502.5,1500.0151867479344,1499.8410608536785,1.9785714285714155,0.1741258942558943,0.1741258942558943,0.08800586713294355,0.18589391463206084,0.09395360306313606,0.09395360306313606,0.2353093983845156,0.11892893781166931,0.11892893781166931,1.858939146321518,1.858939146321518,0.9395360306318203,1.6848132520656236,1.6848132520656236,0.8515301634988768,0.09395360306313606,0.11892893781166931,0.9395360306318203,Q3,Q3,Q2,Q3,Q2
INFY,2025-08-26,SELL,2025-08-26 11:50:00+05:30,2025-08-26 11:55:00+05:30,715,11:55,1495.3,1495.6,1499.2747683935634,1499.6478406552449,2.257142857142867,-0.3730722616815001,0.3730722616815001,0.16528517922598035,-0.43478406552435445,-0.19262585181458658,0.19262585181458658,-0.558908032866384,-0.24761748291548552,0.24761748291548552,-4.347840655244909,4.347840655244909,1.9262585181464702,-3.9747683935634086,3.9747683935634086,1.7609733389204898,0.19262585181458658,0.24761748291548552,-1.9262585181464702,Q4_HIGH,Q4_HIGH,Q4_HIGH,Q4_HIGH,Q4_HIGH
INFY,2025-08-26,BUY,2025-08-26 14:35:00+05:30,2025-08-26 14:40:00+05:30,880,14:40,1497.6,1497.6,1492.222123939898,1492.018840983647,2.5928571428571394,0.20328295625108694,0.20328295625108694,0.07840114015193446,0.5581159016351194,0.21525131192539068,0.21525131192539068,0.7863531133905326,0.30327668285034354,0.30327668285034354,5.581159016353013,5.581159016353013,2.1525131192546083,5.377876060101926,5.377876060101926,2.074111979102674,0.21525131192539068,0.30327668285034354,2.1525131192546083,Q3,Q4_HIGH,Q4_HIGH,Q4_HIGH,Q4_HIGH
INFY,2025-08-28,SELL,2025-08-28 09:15:00+05:30,2025-08-28 09:20:00+05:30,560,09:20,1481.1,1481.1,1492.9665777178545,1493.372967168289,4.807142857142837,-0.40638945043451713,0.40638945043451713,0.08453866725235161,-1.227296716829187,-0.2553068950313327,0.2553068950313327,-1.7393477126342987,-0.36182567573373375,0.36182567573373375,-12.272967168289142,12.272967168289142,2.5530689503127593,-11.866577717854625,11.866577717854625,2.4685302830604074,0.2553068950313327,0.36182567573373375,-2.5530689503127593,Q3,Q4_HIGH,Q4_HIGH,Q4_HIGH,Q4_HIGH
INFY,2025-08-28,BUY,2025-08-28 13:55:00+05:30,2025-08-28 14:00:00+05:30,840,14:00,1472.9,1472.5,1472.145008675062,1472.1009689155796,1.4285714285714448,0.04403975948230254,0.04403975948230254,0.03082783163761143,0.0799031084420676,0.055932175909446685,0.055932175909446685,0.10884472279258262,0.07619130595480697,0.07619130595480697,0.7990310844204487,0.7990310844204487,0.5593217590943077,0.7549913249381461,0.7549913249381461,0.5284939274566963,0.055932175909446685,0.07619130595480697,0.5593217590943077,Q2,Q1_LOW,Q2,Q1_LOW,Q1_LOW
INFY,2025-08-28,SELL,2025-08-28 14:35:00+05:30,2025-08-28 14:40:00+05:30,880,14:40,1470.8,1470.9,1472.0154882266343,1472.1707023669242,1.8071428571428376,-0.15521414028989966,0.15521414028989966,0.08588924759124975,-0.1370702366923524,-0.07584914283371362,0.07584914283371362,-0.16680181996594,-0.09230140235269507,0.09230140235269507,-1.3707023669242062,1.3707023669242062,0.7584914283375136,-1.2154882266343066,1.2154882266343066,0.6726021807462639,0.07584914283371362,0.09230140235269507,-0.7584914283375136,Q3,Q2,Q2,Q2,Q2
INFY,2025-09-01,BUY,2025-09-01 09:15:00+05:30,2025-09-01 09:20:00+05:30,560,09:20,1465.2,1466.1,1443.8081563750738,1442.603004228928,3.8285714285713897,1.2051521461457924,1.2051521461457924,0.3147785456350982,2.2596995771073125,0.590220038796692,0.590220038796692,3.0882613291241796,0.8066354217861745,0.8066354217861745,22.596995771071988,22.596995771071988,5.902200387966624,21.391843624926196,21.391843624926196,5.587421842331526,0.590220038796692,0.8066354217861745,5.902200387966624,Q4_HIGH,Q4_HIGH,Q4_HIGH,Q4_HIGH,Q4_HIGH
INFY,2025-09-01,SELL,2025-09-01 12:40:00+05:30,2025-09-01 12:45:00+05:30,765,12:45,1460.1,1460.2,1463.7917816637967,1464.1652738801072,1.950000000000013,-0.3734922163105239,0.3734922163105239,0.19153446990283146,-0.4065273880107725,-0.20847558359526655,0.20847558359526655,-0.5164180279384709,-0.2648297579171628,0.2648297579171628,-4.06527388010727,4.06527388010727,2.084755835952432,-3.691781663796746,3.691781663796746,1.8932213660496007,0.20847558359526655,0.2648297579171628,-2.084755835952432,Q4_HIGH,Q4_HIGH,Q4_HIGH,Q4_HIGH,Q4_HIGH
INFY,2025-09-01,BUY,2025-09-01 13:05:00+05:30,2025-09-01 13:10:00+05:30,790,13:10,1466.7,1466.7,1464.137947015593,1464.0630488976203,2.1714285714285615,0.07489811797267976,0.07489811797267976,0.03449255432952373,0.2636951102379044,0.12143853760956178,0.12143853760956178,0.376818135863914,0.17353466783206645,0.17353466783206645,2.636951102379726,2.636951102379726,1.214385376095932,2.562052984407046,2.562052984407046,1.1798928217664082,0.12143853760956178,0.17353466783206645,1.214385376095932,Q2,Q3,Q3,Q3,Q3
INFY,2025-09-01,SELL,2025-09-01 13:20:00+05:30,2025-09-01 13:25:00+05:30,805,13:25,1463.6,1463.6,1464.0450288719837,1464.0508256180467,2.2285714285713993,-0.00579674606296976,0.00579674606296976,0.00260110400261467,-0.045082561804747456,-0.020229354655976688,0.020229354655976688,-0.06617465619115137,-0.02969375598320934,0.02969375598320934,-0.45082561804679244,0.45082561804679244,0.2022935465594608,-0.4450288719838227,0.4450288719838227,0.19969244255684612,0.020229354655976688,0.02969375598320934,-0.2022935465594608,Q1_LOW,Q1_LOW,Q1_LOW,Q1_LOW,Q1_LOW
INFY,2025-09-01,BUY,2025-09-01 13:50:00+05:30,2025-09-01 13:55:00+05:30,835,13:55,1464.7,1464.6,1464.0790232486174,1464.022303673453,2.1071428571428408,0.05671957516437942,0.05671957516437942,0.026917764484790444,0.06776963265474478,0.032161859564963875,0.032161859564963875,0.08747455519096548,0.04151334822622123,0.04151334822622123,0.6776963265469931,0.6776963265469931,0.32161859564942297,0.6209767513826137,0.6209767513826137,0.2947008311646325,0.032161859564963875,0.04151334822622123,0.32161859564942297,Q2,Q1_LOW,Q1_LOW,Q1_LOW,Q1_LOW
INFY,2025-09-01,SELL,2025-09-01 14:00:00+05:30,2025-09-01 14:05:00+05:30,845,14:05,1463.1,1463.1,1463.902574879115,1463.9531435317792,2.035714285714302,-0.050568652664196634,0.050568652664196634,0.024840741659605165,-0.08531435317786418,-0.04190880506982768,0.04190880506982768,-0.11532936660091764,-0.056653022189924,0.056653022189924,-0.8531435317793239,0.8531435317793239,0.4190880506986119,-0.8025748791151273,0.8025748791151273,0.39424730903900673,0.04190880506982768,0.056653022189924,-0.4190880506986119,Q2,Q1_LOW,Q1_LOW,Q1_LOW,Q1_LOW
INFY,2025-09-01,BUY,2025-09-01 14:10:00+05:30,2025-09-01 14:15:00+05:30,855,14:15,1469.0,1468.7,1464.8416479226337,1464.3662343237843,2.1642857142857435,0.47541359884939993,0.47541359884939993,0.21966304897331715,0.4633765676214807,0.21410138437955917,0.21410138437955917,0.5762114517201553,0.26623631432614075,0.26623631432614075,4.633765676215717,4.633765676215717,2.141013843796012,4.158352077366317,4.158352077366317,1.9213507948226947,0.21410138437955917,0.26623631432614075,2.141013843796012,Q4_HIGH,Q4_HIGH,Q4_HIGH,Q4_HIGH,Q4_HIGH
INFY,2025-09-02,SELL,2025-09-02 09:15:00+05:30,2025-09-02 09:20:00+05:30,560,09:20,1461.4,1461.4,1466.6479728388151,1466.6538954733533,2.6714285714285615,-0.005922634538137572,0.005922634538137572,0.002217028971495356,-0.5253895473351804,-0.19666988402921265,0.19666988402921265,-0.7866036623686341,-0.29445056880109405,0.29445056880109405,-5.253895473353168,5.253895473353168,1.966698840292637,-5.247972838815031,5.247972838815031,1.9644818113211417,0.19666988402921265,0.29445056880109405,-1.966698840292637,Q1_LOW,Q4_HIGH,Q4_HIGH,Q4_HIGH,Q4_HIGH
INFY,2025-09-02,BUY,2025-09-02 10:25:00+05:30,2025-09-02 10:30:00+05:30,630,10:30,1465.0,1464.6,1463.7690345003853,1463.7409617793726,2.4071428571428606,0.028072721012676993,0.028072721012676993,0.011662257987462236,0.12590382206280992,0.052304258423719184,0.052304258423719184,0.1818375528409888,0.0755408231386896,0.0755408231386896,1.259038220627417,1.259038220627417,0.5230425842369084,1.23096549961474,1.23096549961474,0.5113803262494462,0.052304258423719184,0.0755408231386896,0.5230425842369084,Q1_LOW,Q1_LOW,Q1_LOW,Q1_LOW,Q1_LOW
INFY,2025-09-02,SELL,2025-09-02 13:50:00+05:30,2025-09-02 13:55:00+05:30,835,13:55,1470.9,1470.4,1474.092539149985,1474.206301140855,2.592857142857156,-0.11376199086998895,0.11376199086998895,0.04387514799393491,-0.3306301140855794,-0.12751574647928618,0.12751574647928618,-0.4675046734105308,-0.180304832720314,0.180304832720314,-3.3063011408548846,3.3063011408548846,1.275157464792511,-3.1925391499848956,3.1925391499848956,1.2312823167985762,0.12751574647928618,0.180304832720314,-1.275157464792511,Q2,Q3,Q3,Q3,Q3
INFY,2025-09-03,BUY,2025-09-03 12:10:00+05:30,2025-09-03 12:15:00+05:30,735,12:15,1449.2,1449.2,1447.2923378768924,1447.2281133733181,1.7642857142857176,0.06422450357422349,0.06422450357422349,0.03640255263316305,0.19718866266816804,0.11176685333418411,0.11176685333418411,0.27972686810903724,0.1585496418431787,0.1585496418431787,1.9718866266819077,1.9718866266819077,1.1176685333419698,1.9076621231076842,1.9076621231076842,1.081265980708807,0.11176685333418411,0.1585496418431787,1.1176685333419698,Q2,Q3,Q3,Q3,Q3
INFY,2025-09-03,SELL,2025-09-03 12:45:00+05:30,2025-09-03 12:50:00+05:30,770,12:50,1445.5,1445.5,1447.1684654563205,1447.3475072514723,1.5428571428571363,-0.1790417951517611,0.1790417951517611,0.11604560796873455,-0.1847507251470688,-0.11974584037310067,0.11974584037310067,-0.23236563893283346,-0.1506073585675779,0.1506073585675779,-1.8475072514722797,1.8475072514722797,1.1974584037320382,-1.6684654563205186,1.6684654563205186,1.0814127957633037,0.11974584037310067,0.1506073585675779,-1.1974584037320382,Q4_HIGH,Q3,Q3,Q3,Q3
INFY,2025-09-03,BUY,2025-09-03 14:00:00+05:30,2025-09-03 14:05:00+05:30,845,14:05,1446.4,1446.4,1446.1645604254632,1446.136956369471,1.364285714285724,0.027604055992242138,0.027604055992242138,0.020233339470753255,0.026304363052986446,0.01928068496030406,0.01928068496030406,0.032555530581248604,0.023862692572642785,0.023862692572642785,0.26304363052918234,0.26304363052918234,0.19280684960254063,0.2354395745369402,0.2354395745369402,0.1725735101317874,0.01928068496030406,0.023862692572642785,0.19280684960254063,Q1_LOW,Q1_LOW,Q1_LOW,Q1_LOW,Q1_LOW
INFY,2025-09-03,SELL,2025-09-03 14:40:00+05:30,2025-09-03 14:45:00+05:30,885,14:45,1445.2,1445.2,1446.1659223860306,1446.2069663544617,1.3357142857142728,-0.04104396843104041,0.04104396843104041,0.030728104707731088,-0.10069663544618379,-0.07538785541425598,0.07538785541425598,-0.14078396106151558,-0.1053997569444512,0.1053997569444512,-1.0069663544616105,1.0069663544616105,0.7538785541423896,-0.9659223860305701,0.9659223860305701,0.7231504494346584,0.07538785541425598,0.1053997569444512,-0.7538785541423896,Q2,Q2,Q2,Q2,Q2
INFY,2025-09-03,BUY,2025-09-03 14:50:00+05:30,2025-09-03 14:55:00+05:30,895,14:55,1446.5,1446.5,1446.2541903270596,1446.2412945078195,1.271428571428552,0.012895819240156925,0.012895819240156925,0.010142779177651669,0.02587054921809795,0.020347622980526787,0.020347622980526787,0.03558186901705085,0.027985739676332555,0.027985739676332555,0.25870549218052474,0.25870549218052474,0.2034762298049102,0.24580967294036782,0.24580967294036782,0.19333345062725854,0.020347622980526787,0.027985739676332555,0.2034762298049102,Q1_LOW,Q1_LOW,Q1_LOW,Q1_LOW,Q1_LOW
INFY,2025-09-03,SELL,2025-09-03 14:55:00+05:30,2025-09-03 15:00:00+05:30,900,15:00,1446.0,1446.0,1446.2033522616478,1446.2193586434723,1.2857142857142694,-0.016006381824581695,0.016006381824581695,0.01244940808578592,-0.021935864347142342,-0.017061227825555372,0.017061227825555372,-0.02890220106473862,-0.022479489717019213,0.022479489717019213,-0.21935864347233291,0.21935864347233291,0.1706122782562611,-0.20335226164775122,0.20335226164775122,0.15816287017047517,0.017061227825555372,0.022479489717019213,-0.1706122782562611,Q1_LOW,Q1_LOW,Q1_LOW,Q1_LOW,Q1_LOW
INFY,2025-09-03,BUY,2025-09-03 15:00:00+05:30,2025-09-03 15:05:00+05:30,905,15:05,1447.6,1447.4,1446.4826818093181,1446.3448714940657,1.3428571428571234,0.13781031525240905,0.13781031525240905,0.10262470284754015,0.12551285059339534,0.09346701639933831,0.09346701639933831,0.15381669707699075,0.11454434888712242,0.11454434888712242,1.2551285059341808,1.2551285059341808,0.9346701639935524,1.1173181906817717,1.1173181906817717,0.8320454611460123,0.09346701639933831,0.11454434888712242,0.9346701639935524,Q4_HIGH,Q3,Q2,Q3,Q2
INFY,2025-09-04,SELL,2025-09-04 09:25:00+05:30,2025-09-04 09:30:00+05:30,570,09:30,1444.6,1444.5,1446.7249306497422,1446.750753475927,2.0357142857142696,-0.02582282618482168,0.02582282618482168,0.012684897073245837,-0.21507534759280134,-0.1056510479403243,0.1056510479403243,-0.31615731484271237,-0.15530534764203538,0.15530534764203538,-2.150753475927104,2.150753475927104,1.0565104794027962,-2.124930649742282,2.124930649742282,1.0438255823295504,0.1056510479403243,0.15530534764203538,-1.0565104794027962,Q1_LOW,Q3,Q3,Q3,Q3
INFY,2025-09-04,BUY,2025-09-04 12:10:00+05:30,2025-09-04 12:15:00+05:30,735,12:15,1441.8,1441.8,1439.8668193349808,1439.7478220136477,1.971428571428581,0.1189973213331541,0.1189973213331541,0.060360960096527146,0.2052177986352035,0.1040959848149578,0.1040959848149578,0.2780773676197441,0.14105373719842024,0.14105373719842024,2.0521779863522625,2.0521779863522625,1.0409598481496933,1.9331806650191083,1.9331806650191083,0.9805988880531661,0.1040959848149578,0.14105373719842024,1.0409598481496933,Q3,Q3,Q3,Q3,Q3
INFY,2025-09-04,SELL,2025-09-04 12:20:00+05:30,2025-09-04 12:25:00+05:30,745,12:25,1437.9,1437.9,1439.4147643743881,1439.5593570360725,2.2285714285714318,-0.14459266168432805,0.14459266168432805,0.06488132255065993,-0.1659357036073743,-0.07445832854177041,0.07445832854177041,-0.21275538998929733,-0.09546716217468457,0.09546716217468457,-1.6593570360723788,1.6593570360723788,0.744583285417092,-1.5147643743880508,1.5147643743880508,0.679701962866432,0.07445832854177041,0.09546716217468457,-0.744583285417092,Q3,Q2,Q2,Q2,Q2
INFY,2025-09-05,BUY,2025-09-05 09:25:00+05:30,2025-09-05 09:30:00+05:30,570,09:30,1437.5,1437.1,1434.89517832889,1434.6414659518834,3.7714285714285842,0.25371237700665006,0.25371237700665006,0.06727222117600547,0.28585340481163257,0.07579446339702353,0.07579446339702353,0.3653520129660137,0.09687363980159422,0.09687363980159422,2.858534048116553,2.858534048116553,0.7579446339702955,2.604821671109903,2.604821671109903,0.6906724127942901,0.07579446339702353,0.09687363980159422,0.7579446339702955,Q3,Q2,Q2,Q2,Q2
INFY,2025-09-05,SELL,2025-09-05 10:10:00+05:30,2025-09-05 10:15:00+05:30,615,10:15,1413.7,1413.7,1431.7942788750588,1434.0618360339965,5.6142857142857405,-2.267557158937734,2.267557158937734,0.40389058810595585,-2.0361836033996497,-0.3626790133281802,0.3626790133281802,-2.4873861153648704,-0.44304587296575093,0.44304587296575093,-20.361836033996497,20.361836033996497,3.6267901332818018,-18.094278875058762,18.094278875058762,3.2228995451758458,0.3626790133281802,0.44304587296575093,-3.6267901332818018,Q4_HIGH,Q4_HIGH,Q4_HIGH,Q4_HIGH,Q4_HIGH
